1.369713e-03	-3.934470e-08	4.818336e-24
2.739425e-03	8.102492e-06	7.060324e-08
4.109138e-03	-2.379471e-05	-1.382811e-07
5.478850e-03	2.797517e-05	1.983007e-07
6.848563e-03	-5.955665e-06	-2.506647e-07
8.218276e-03	-3.839304e-05	3.148242e-07
9.587988e-03	7.963051e-05	-4.417213e-07
1.095770e-02	-8.322282e-05	7.083971e-07
1.232741e-02	2.857576e-05	-1.188732e-06
1.369713e-02	7.042486e-05	1.912011e-06
1.506684e-02	-1.622803e-04	-2.838128e-06
1.643655e-02	1.800010e-04	3.880267e-06
1.780626e-02	-8.209771e-05	-4.984067e-06
1.917598e-02	-1.088251e-04	6.231962e-06
2.054569e-02	2.975555e-04	-7.903980e-06
2.191540e-02	-3.560489e-04	1.042250e-05
2.328511e-02	2.036440e-04	-1.416090e-05
2.465483e-02	1.134569e-04	1.919910e-05
2.602454e-02	-4.066224e-04	-2.521536e-05
2.739425e-02	4.451439e-04	3.172956e-05
2.876396e-02	-1.653709e-04	-3.876789e-05
3.013368e-02	-1.221202e-04	4.765494e-05
3.150339e-02	-2.426194e-04	-6.110438e-05
3.287310e-02	1.698912e-03	8.124795e-05
3.424282e-02	-3.051890e-03	-1.039951e-04
3.561253e-02	-9.227446e-04	1.084627e-04
3.698224e-02	2.267975e-02	-4.136717e-05
3.835195e-02	-8.531808e-02	-2.017959e-04
3.972167e-02	2.252049e-01	7.946045e-04
4.109138e-02	-4.925564e-01	-1.990317e-03
4.246109e-02	9.487739e-01	4.117988e-03
4.383080e-02	-1.659785e+00	-7.557796e-03
4.520052e-02	2.685467e+00	1.269257e-02
4.657023e-02	-4.066293e+00	-1.983791e-02
4.793994e-02	5.809414e+00	2.915972e-02
4.930965e-02	-7.877118e+00	-4.059402e-02
5.067937e-02	1.018074e+01	5.378747e-02
5.204908e-02	-1.258248e+01	-6.807658e-02
5.341879e-02	1.490635e+01	8.251875e-02
5.478850e-02	-1.695735e+01	-9.597856e-02
5.615822e-02	1.854655e+01	1.072615e-01
5.752793e-02	-1.951765e+01	-1.152752e-01
5.889764e-02	1.977046e+01	1.191907e-01
6.026735e-02	-1.927654e+01	-1.185727e-01
6.163707e-02	1.808406e+01	1.134529e-01
6.300678e-02	-1.631071e+01	-1.043311e-01
6.437649e-02	1.412599e+01	9.210090e-02
6.574621e-02	-1.172642e+01	-7.791668e-02
6.711592e-02	9.308156e+00	6.302479e-02
6.848563e-02	-7.042218e+00	-4.859279e-02
6.985534e-02	5.056175e+00	3.556677e-02
7.122506e-02	-3.424957e+00	-2.457990e-02
7.259477e-02	2.171102e+00	1.592285e-02
7.396448e-02	-1.272993e+00	-9.573042e-03
7.533419e-02	6.782545e-01	5.268229e-03
7.670391e-02	-3.189071e-01	-2.603033e-03
7.807362e-02	1.251850e-01	1.125938e-03
7.944333e-02	-3.579881e-02	-4.183563e-04
8.081304e-02	3.660636e-03	1.450045e-04
8.218276e-02	2.732387e-03	-7.342078e-05
8.355247e-02	-1.186084e-03	6.776678e-05
8.492218e-02	-5.071241e-04	-6.644081e-05
8.629189e-02	5.160939e-04	5.400565e-05
8.766161e-02	4.068145e-04	-3.600493e-05
8.903132e-02	-1.117106e-03	2.163761e-05
9.040103e-02	1.066249e-03	-1.540680e-05
9.177074e-02	-4.026229e-04	1.592311e-05
9.314046e-02	-3.736575e-04	-1.862548e-05
9.451017e-02	8.151809e-04	1.926518e-05
9.587988e-02	-7.615267e-04	-1.609054e-05
9.724960e-02	3.483458e-04	1.008486e-05
9.861931e-02	1.381939e-04	-3.746397e-06
9.998902e-02	-4.426403e-04	-5.726712e-07
1.013587e-01	4.588795e-04	1.842386e-06
1.027284e-01	-2.460500e-04	-6.014031e-07
1.040982e-01	-3.919845e-05	-1.619918e-06
1.054679e-01	2.409889e-04	3.232610e-06
1.068376e-01	-2.790994e-04	-3.353129e-06
